sheet,stat,scope,scale,phrase_when_rises,phrase_when_falls
player_week,Cuff adjusted difference adjusted by position,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Cuff adjusted difference adjusted by position this week (<value>) is the <N>th-highest single week ever.,<player>'s Cuff adjusted difference adjusted by position this week (<value>) is the <N>th-lowest single week ever.
player_week,Player of the week streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Player of the week streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Player of the week streak this week (<value>) is the <N>th-lowest single week ever.
player_week,QB of the week streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s QB of the week streak this week (<value>) is the <N>th-highest single week ever.,<player>'s QB of the week streak this week (<value>) is the <N>th-lowest single week ever.
player_week,RB of the week streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s RB of the week streak this week (<value>) is the <N>th-highest single week ever.,<player>'s RB of the week streak this week (<value>) is the <N>th-lowest single week ever.
player_week,WR of the week streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s WR of the week streak this week (<value>) is the <N>th-highest single week ever.,<player>'s WR of the week streak this week (<value>) is the <N>th-lowest single week ever.
player_week,TE of the week streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s TE of the week streak this week (<value>) is the <N>th-highest single week ever.,<player>'s TE of the week streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Benchwarmer of the week streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Benchwarmer of the week streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Benchwarmer of the week streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Bench QB of the week streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Bench QB of the week streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Bench QB of the week streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Bench RB of the week streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Bench RB of the week streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Bench RB of the week streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Bench WR of the week streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Bench WR of the week streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Bench WR of the week streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Bench TE of the week streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Bench TE of the week streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Bench TE of the week streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Highest starter on team streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Highest starter on team streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Highest starter on team streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Lowest starter on team streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Lowest starter on team streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Lowest starter on team streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Captain streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Captain streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Captain streak this week (<value>) is the <N>th-lowest single week ever.
player_week,10+ point streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s 10+ point streak this week (<value>) is the <N>th-highest single week ever.,<player>'s 10+ point streak this week (<value>) is the <N>th-lowest single week ever.
player_week,20+ point streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s 20+ point streak this week (<value>) is the <N>th-highest single week ever.,<player>'s 20+ point streak this week (<value>) is the <N>th-lowest single week ever.
player_week,30+ point streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s 30+ point streak this week (<value>) is the <N>th-highest single week ever.,<player>'s 30+ point streak this week (<value>) is the <N>th-lowest single week ever.
player_week,40+ point streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s 40+ point streak this week (<value>) is the <N>th-highest single week ever.,<player>'s 40+ point streak this week (<value>) is the <N>th-lowest single week ever.
player_week,50+ point streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s 50+ point streak this week (<value>) is the <N>th-highest single week ever.,<player>'s 50+ point streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Starter boom streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Starter boom streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Starter boom streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Starter upper quartile streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Starter upper quartile streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Starter upper quartile streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Starter middle 50% streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Starter middle 50% streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Starter middle 50% streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Starter lower quartile streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Starter lower quartile streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Starter lower quartile streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Starter bust streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Starter bust streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Starter bust streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Rostered boom streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Rostered boom streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Rostered boom streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Rostered upper quartile streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Rostered upper quartile streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Rostered upper quartile streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Rostered middle 50% streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Rostered middle 50% streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Rostered middle 50% streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Rostered lower quartile streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Rostered lower quartile streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Rostered lower quartile streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Rostered bust streak,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Rostered bust streak this week (<value>) is the <N>th-highest single week ever.,<player>'s Rostered bust streak this week (<value>) is the <N>th-lowest single week ever.
player_week,Change from previous week,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Change from previous week this week (<value>) is the <N>th-highest single week ever.,<player>'s Change from previous week this week (<value>) is the <N>th-lowest single week ever.
player_week,Change from previous 5 weeks avg,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Change from previous 5 weeks avg this week (<value>) is the <N>th-highest single week ever.,<player>'s Change from previous 5 weeks avg this week (<value>) is the <N>th-lowest single week ever.
player_week,Change from career average to that point,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Change from career average to that point this week (<value>) is the <N>th-highest single week ever.,<player>'s Change from career average to that point this week (<value>) is the <N>th-lowest single week ever.
player_week,Change from overall career average,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Change from overall career average this week (<value>) is the <N>th-highest single week ever.,<player>'s Change from overall career average this week (<value>) is the <N>th-lowest single week ever.
